iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents
2862,0.28893,7.32,16.06,22.32,42.56,63.25,75.30,85.10,43686.49,680
2863,0.29040,7.32,16.06,22.56,42.75,63.18,75.19,132.12,43732.49,681
2864,0.28874,8.49,16.06,22.70,42.89,63.63,75.43,84.72,43745.31,681
2865,0.28945,8.49,16.06,22.74,42.61,63.48,74.81,126.27,43790.57,679
2866,0.28862,8.49,16.06,22.70,42.69,63.39,74.73,88.53,43769.17,679
2867,0.28895,8.49,16.06,22.59,43.05,63.26,75.25,86.59,43765.72,680
2868,0.28803,8.49,16.06,22.74,42.86,63.23,75.19,85.69,43814.08,681
2869,0.29142,8.49,16.06,22.74,42.28,63.41,75.22,156.83,43854.28,679
2870,0.29053,8.49,16.06,22.74,42.22,63.66,75.24,141.12,43802.21,678
2871,0.28836,8.49,16.06,22.70,42.55,63.51,75.11,89.11,43787.28,678
2872,0.28885,8.49,16.06,22.74,42.47,63.31,75.85,85.85,43826.94,679
2873,0.28916,8.49,16.06,22.70,42.85,63.54,75.21,91.24,43875.33,680
2874,0.28933,8.49,16.06,22.74,42.97,63.02,75.41,85.27,43888.92,681
2875,0.28865,8.49,16.06,22.93,43.30,63.46,75.21,86.83,43931.88,682
2876,0.28815,8.49,16.08,22.95,43.54,63.58,75.44,88.46,43992.73,682
2877,0.28877,8.49,16.08,22.96,42.95,63.98,75.46,88.59,44014.24,682
2878,0.29165,8.49,16.08,22.93,42.96,64.04,75.38,138.57,44017.07,679
2879,0.28838,8.49,16.08,22.95,43.11,63.37,75.30,88.71,43914.55,680
2880,0.28924,8.49,16.08,22.93,43.05,63.70,75.12,95.66,43943.24,679
2881,0.28982,8.49,16.08,22.74,42.90,63.82,75.63,87.82,43782.48,679
2882,0.29013,8.49,16.06,22.93,43.22,62.98,75.55,106.84,43817.44,679
2883,0.29050,8.49,16.06,22.74,42.89,62.91,75.69,140.29,43771.65,679
2884,0.28867,8.49,16.08,22.74,42.95,63.24,75.18,86.07,43767.02,680
2885,0.28933,8.49,16.11,22.93,43.05,63.42,75.42,96.06,43815.40,681
2886,0.28849,8.49,16.11,22.95,43.23,63.13,75.82,84.97,43869.10,681
2887,0.28956,8.49,16.11,22.95,43.32,63.20,75.59,113.89,43922.88,682
2888,0.28837,8.49,16.11,22.99,43.39,63.11,75.42,90.21,43932.87,683
2889,0.28806,8.49,16.11,22.99,43.52,63.26,75.61,86.59,43982.10,683
2890,0.29060,8.49,16.08,22.96,43.11,63.34,75.98,127.51,43952.45,683
2891,0.28980,8.49,16.06,22.99,42.90,63.43,75.65,84.54,43897.49,684
2892,0.29102,8.49,16.08,22.93,43.12,63.37,75.76,124.50,43915.51,682
2893,0.29061,8.49,16.06,22.93,42.75,63.12,75.18,125.42,43824.01,681
2894,0.29071,8.49,16.03,22.95,42.83,63.14,75.17,135.56,43657.48,680
2895,0.29007,8.49,16.06,22.93,42.56,63.09,75.09,86.54,43574.91,678
2896,0.29268,8.49,15.98,22.56,42.61,62.68,75.26,132.85,43602.44,673
2897,0.29013,8.49,15.98,22.56,42.96,62.34,74.83,86.29,43398.30,672
2898,0.28984,8.49,15.98,22.59,42.84,61.53,74.88,86.08,43353.26,673
2899,0.29007,8.49,15.98,22.56,43.01,62.70,74.70,85.74,43308.86,672
2900,0.29008,8.49,15.98,22.32,42.83,62.04,74.96,87.94,43290.93,672
2901,0.29062,8.49,16.03,22.56,42.58,62.83,75.07,83.58,43367.47,672
2902,0.29065,8.49,16.03,22.56,42.95,63.02,75.25,86.13,43425.04,672
2903,0.29167,8.49,16.03,22.32,42.63,62.89,75.65,91.68,43478.92,672
2904,0.29118,8.49,16.06,22.56,42.60,63.15,75.42,87.40,43496.41,671
2905,0.29015,8.49,16.06,22.56,43.19,62.81,75.34,88.21,43490.51,671
2906,0.29177,8.49,16.03,22.32,42.95,63.29,75.55,94.99,43531.50,669
2907,0.29174,8.49,15.98,22.23,42.57,63.19,75.34,125.38,43476.67,669
2908,0.29037,8.49,15.98,22.23,43.15,62.24,75.21,86.00,43444.34,670
2909,0.29106,8.49,15.98,22.23,43.05,62.70,75.62,86.45,43478.86,671
2910,0.29351,8.49,15.98,22.23,43.08,62.46,75.70,146.27,43536.58,669
2911,0.29278,8.49,15.98,22.06,42.73,62.78,74.95,140.41,43409.00,666
2912,0.29177,8.49,15.98,22.06,43.06,62.43,75.57,87.07,43364.14,666
2913,0.29294,8.49,15.98,22.03,43.01,62.77,75.54,116.98,43396.97,665
2914,0.29185,8.49,15.98,22.02,42.61,62.58,75.70,85.27,43314.31,666
2915,0.29221,8.49,15.98,21.99,42.58,62.33,75.49,91.21,43371.52,665
2916,0.29255,8.49,15.95,21.99,42.96,62.60,75.43,106.49,43375.71,664
2917,0.29268,8.49,15.95,21.85,43.08,62.71,75.52,98.91,43365.24,663
2918,0.29256,8.49,15.95,21.85,42.70,62.40,75.42,89.92,43256.55,662
2919,0.29249,8.49,15.95,21.85,43.02,62.92,75.59,85.45,43311.31,662
2920,0.29427,8.49,15.95,21.78,42.85,62.59,75.69,102.35,43364.23,661
2921,0.29446,8.49,15.94,21.63,42.94,62.68,75.54,137.43,43291.10,661
2922,0.29222,8.49,15.94,21.85,42.76,62.22,75.38,84.54,43212.17,661
2923,0.29521,8.49,15.93,21.76,42.45,62.44,75.24,130.13,43156.04,659
2924,0.29436,8.49,15.93,21.55,42.42,62.56,74.45,89.90,43113.70,656
2925,0.29283,8.49,15.93,21.56,42.84,62.04,74.55,84.92,42998.88,656
2926,0.29430,8.49,15.93,21.55,42.43,61.63,74.14,130.54,42854.33,654
2927,0.29370,8.49,15.93,21.55,42.29,61.45,74.38,87.99,42809.54,653
2928,0.29539,8.49,15.93,21.55,42.29,61.81,74.98,92.74,42871.10,651
2929,0.29490,8.49,15.93,21.46,41.81,61.99,74.47,87.79,42741.45,650
2930,0.29498,8.49,15.93,21.53,41.96,61.41,74.57,131.72,42745.75,650
2931,0.29547,8.49,15.91,21.41,42.16,61.23,74.65,120.83,42704.48,650
2932,0.29360,8.49,15.93,21.53,42.27,61.36,74.47,94.50,42694.60,649
2933,0.29361,8.49,15.93,21.55,41.53,61.40,74.76,88.63,42676.01,650
2934,0.29618,8.49,15.91,21.46,40.87,61.51,74.30,137.96,42642.05,647
2935,0.29426,8.49,15.91,21.53,42.01,61.32,73.99,84.84,42600.39,649
2936,0.29353,8.49,15.93,21.55,41.91,61.39,74.29,84.15,42626.95,650
2937,0.29496,8.49,15.93,21.46,42.06,61.14,74.80,104.12,42676.88,648
2938,0.29382,8.49,15.93,21.53,42.19,61.67,74.46,84.64,42626.07,648
2939,0.29519,8.49,15.93,21.53,41.33,61.24,74.65,122.60,42577.29,648
2940,0.29521,8.49,15.93,21.55,42.05,61.52,74.89,101.28,42598.72,647
2941,0.29398,8.49,15.93,21.55,41.49,61.85,74.01,85.12,42599.89,647
2942,0.29670,8.49,15.89,21.41,41.59,61.70,74.76,105.53,42558.85,643
2943,0.29480,8.49,15.89,21.41,41.68,61.63,74.17,86.49,42471.14,643
2944,0.29517,8.49,15.89,21.41,41.56,61.24,74.56,89.39,42494.55,644
2945,0.29471,8.49,15.89,21.46,41.67,61.47,74.35,86.77,42542.65,645
2946,0.29476,8.49,15.89,21.46,41.79,61.62,74.60,85.98,42594.90,645
2947,0.29504,8.49,15.89,21.46,41.44,61.88,74.19,90.29,42645.87,644
2948,0.29583,8.49,15.85,21.41,41.97,61.74,74.41,130.08,42651.79,648
2949,0.29589,8.49,15.85,21.55,41.81,61.79,74.75,98.62,42666.39,647
2950,0.29460,8.49,15.85,21.55,42.03,61.76,74.59,84.94,42663.78,649
2951,0.29567,8.49,15.84,21.55,42.11,61.85,74.42,123.20,42625.88,648
2952,0.29487,8.49,15.84,21.55,42.14,61.92,74.80,85.57,42639.92,648
2953,0.29469,8.49,15.84,21.55,42.35,61.75,74.57,88.16,42683.17,648
2954,0.29441,8.49,15.85,21.55,42.04,61.74,74.67,84.72,42674.63,647
2955,0.29401,8.49,15.85,21.55,41.73,61.71,74.77,86.59,42663.41,648
2956,0.29508,8.49,15.91,21.55,41.51,61.73,74.44,113.12,42627.42,646
2957,0.29539,8.49,15.85,21.55,41.73,61.49,74.82,96.38,42649.36,646
2958,0.29466,8.49,15.85,21.53,41.45,61.68,74.17,85.03,42504.74,648
2959,0.29758,8.49,15.91,21.55,41.16,61.68,74.29,126.54,42565.32,645
2960,0.29524,8.49,15.91,21.55,41.42,62.00,74.09,121.89,42481.45,648
2961,0.29343,8.49,15.93,21.56,41.30,61.95,73.46,85.90,42374.80,648
2962,0.29476,8.49,15.91,21.55,40.88,61.33,73.87,115.53,42351.33,649
2963,0.29411,8.49,15.94,21.63,41.15,61.01,74.27,84.81,42386.31,649
2964,0.29350,8.49,15.94,21.73,40.93,61.51,74.22,83.49,42434.51,649
2965,0.29423,8.49,15.94,21.73,41.00,61.43,73.75,87.71,42404.99,649
2966,0.29595,8.49,15.94,21.76,41.08,61.52,73.88,143.52,42476.20,649
2967,0.29596,8.49,15.94,21.76,40.38,61.19,73.94,137.39,42441.11,648
2968,0.29524,8.49,15.93,21.63,40.40,61.33,73.98,86.17,42296.67,650
2969,0.29473,8.49,15.94,21.73,40.51,61.62,73.75,85.27,42341.22,653
2970,0.29507,8.49,15.93,21.78,40.32,61.76,73.82,120.33,42404.35,653
2971,0.29428,8.49,15.94,21.78,40.53,61.48,74.13,97.29,42415.15,654
2972,0.29404,8.49,15.94,21.78,40.69,61.25,74.09,91.88,42418.54,656
2973,0.29353,8.49,15.94,21.78,40.77,61.20,74.11,87.77,42341.69,657
2974,0.29471,8.49,15.94,21.82,40.45,61.00,74.04,103.59,42409.59,656
2975,0.29351,8.49,15.94,21.78,40.46,60.98,73.66,89.93,42334.62,655
2976,0.29349,8.49,15.94,21.78,40.78,61.09,73.56,84.48,42350.08,654
2977,0.29462,8.49,15.95,21.73,40.61,61.38,73.08,132.65,42333.04,651
2978,0.29470,8.49,15.95,21.63,40.47,61.09,73.58,111.64,42279.46,651
2979,0.29377,8.49,16.03,21.76,40.55,61.10,73.65,111.64,42229.23,653
2980,0.29307,8.49,16.09,21.78,40.70,61.21,73.29,111.64,42273.51,655
2981,0.29276,8.49,16.11,21.82,40.90,60.94,73.67,111.64,42335.51,654
2982,0.29259,8.49,16.11,21.85,40.62,61.35,73.56,111.64,42361.22,654
2983,0.29307,8.49,16.11,21.85,40.26,61.00,73.28,111.64,42407.72,656
2984,0.29231,8.49,16.11,21.85,40.65,61.05,73.52,84.87,42398.27,657
2985,0.29171,8.49,16.11,21.99,40.49,61.08,73.79,85.08,42390.83,660
2986,0.29211,8.49,16.19,22.02,41.00,61.36,73.54,87.92,42431.86,662
2987,0.29158,8.49,16.24,22.03,40.59,60.98,73.29,85.40,42454.06,662
2988,0.29195,8.49,16.24,22.03,40.75,61.46,73.77,90.91,42500.51,663
2989,0.29210,8.49,16.22,22.06,40.77,61.29,74.24,122.13,42554.92,664
2990,0.29252,8.49,16.22,22.03,40.90,61.69,73.69,93.81,42524.01,664
2991,0.29245,8.49,16.22,22.02,40.55,61.72,73.50,89.82,42510.98,666
2992,0.29090,8.49,16.35,22.06,40.89,61.54,73.32,86.75,42471.45,669
2993,0.29273,8.49,16.35,22.06,40.68,61.36,73.67,127.13,42522.23,673
2994,0.29233,8.49,16.35,22.20,40.60,61.38,73.61,103.59,42550.42,672
2995,0.29083,8.49,16.35,22.56,41.13,61.38,73.38,84.88,42508.43,674
2996,0.29097,8.49,16.35,22.56,40.95,61.94,72.89,89.36,42552.61,674
2997,0.28996,8.49,16.37,22.74,40.97,61.22,72.82,92.93,42507.28,676
2998,0.29252,8.49,16.37,22.59,40.75,61.49,73.02,139.03,42556.26,676
2999,0.29098,8.49,16.37,22.74,40.43,61.48,73.49,127.21,42466.11,676
3000,0.28914,8.49,16.44,22.85,40.10,61.42,73.16,88.29,42459.91,679
3001,0.28824,8.49,16.51,22.94,40.42,61.27,73.13,84.85,42484.67,685
3002,0.28730,8.49,16.61,23.02,41.10,61.41,73.16,88.47,42574.37,685
3003,0.28886,8.49,16.61,23.19,39.92,61.62,73.32,99.88,42558.22,684
3004,0.28751,8.49,16.61,23.19,40.36,61.40,73.10,85.67,42541.88,688
3005,0.28736,8.49,16.71,23.28,40.48,61.27,73.38,109.55,42600.77,691
3006,0.28798,8.49,16.83,23.25,40.19,61.77,73.08,133.03,42640.01,692
3007,0.28622,8.49,16.85,23.28,40.20,61.70,73.30,107.46,42611.74,697
3008,0.28576,8.49,16.85,23.50,40.68,61.38,73.33,105.31,42626.05,698
3009,0.28403,8.49,16.91,23.57,40.15,61.11,73.05,87.43,42568.64,702
3010,0.28387,8.49,16.94,23.84,39.97,61.53,73.09,84.39,42604.28,707
3011,0.28516,8.49,16.94,23.76,40.11,61.80,73.08,130.61,42671.54,711
3012,0.28262,8.49,16.96,24.12,39.43,61.87,72.54,86.27,42557.02,712
3013,0.28253,8.49,16.96,24.15,39.62,61.56,72.93,86.41,42623.68,715
3014,0.28323,8.49,16.94,24.17,40.41,61.72,73.17,88.24,42691.43,715
3015,0.28309,8.49,16.96,24.26,39.51,61.87,72.70,134.12,42660.80,718
3016,0.28236,8.49,16.97,24.53,39.87,61.11,72.45,106.83,42667.34,719
3017,0.28158,8.49,17.15,24.26,39.71,61.31,73.42,84.90,42596.32,720
3018,0.28068,8.49,17.16,24.53,40.27,61.10,73.00,83.87,42677.06,725
3019,0.27954,8.49,17.19,24.59,40.20,61.01,73.14,87.87,42773.09,725
3020,0.28065,7.57,17.16,24.59,40.04,61.73,72.97,89.67,42839.18,729
3021,0.27914,7.57,17.28,24.61,40.16,61.82,73.09,85.70,42857.51,729
3022,0.28012,7.57,17.28,24.75,39.97,61.75,72.82,131.20,42908.85,729
3023,0.27877,7.57,17.28,24.86,40.15,61.75,72.89,89.34,42922.82,729
3024,0.27877,7.57,17.28,25.18,40.13,61.81,73.30,84.82,42972.68,734
3025,0.27933,7.57,17.45,24.78,39.61,61.97,73.39,95.82,43064.07,736
3026,0.28045,7.57,17.45,25.14,40.15,61.46,73.44,143.20,43093.80,736
3027,0.27781,7.57,17.64,25.18,40.07,60.97,73.28,94.24,43058.45,740
3028,0.27734,7.57,17.66,25.30,39.83,62.00,73.13,85.14,43103.04,743
3029,0.27690,7.57,17.75,25.25,40.33,61.40,73.27,83.96,43168.96,746
3030,0.27606,7.57,17.77,25.35,40.00,61.64,73.36,86.29,43236.46,752
3031,0.27787,7.57,17.84,25.30,39.84,61.53,73.61,129.41,43287.50,753
3032,0.27509,7.57,17.77,25.36,40.67,61.76,73.45,83.64,43249.46,754
3033,0.27527,7.57,17.77,25.46,40.24,62.47,73.22,89.28,43234.70,756
3034,0.27473,7.57,17.84,25.36,40.86,61.92,73.30,89.91,43287.45,759
3035,0.27463,7.57,17.88,25.71,40.50,61.93,73.32,85.76,43363.82,761
3036,0.27470,7.57,17.88,25.40,40.74,62.06,73.66,94.35,43389.18,765
3037,0.27401,7.57,17.97,25.62,40.63,61.81,73.14,83.87,43356.68,768
3038,0.27271,7.57,18.03,25.77,40.26,62.02,73.69,87.60,43417.64,768
3039,0.27473,7.57,18.02,25.57,40.23,62.10,73.36,109.16,43374.83,767
3040,0.27255,7.57,17.97,25.58,40.26,61.71,72.97,89.57,43279.97,767
3041,0.27293,7.57,18.02,25.67,40.38,62.25,72.96,109.04,43295.90,767
3042,0.27132,7.57,18.31,25.77,40.40,62.14,72.40,86.46,43226.78,771
3043,0.27126,7.57,18.36,25.78,40.32,61.95,72.77,87.93,43269.39,775
3044,0.27085,7.57,18.42,25.80,40.17,62.12,73.18,84.66,43352.72,775
3045,0.27122,7.57,18.39,25.85,40.04,61.88,73.41,87.61,43420.34,774
3046,0.27077,7.57,18.39,25.99,40.13,61.73,72.92,86.90,43432.33,775
3047,0.27111,7.57,18.36,26.05,40.08,62.21,72.99,94.69,43490.70,773
3048,0.27050,7.57,18.31,26.23,40.34,61.77,73.42,86.91,43452.42,776
3049,0.27201,7.57,18.03,26.01,40.15,61.89,73.29,144.46,43379.74,773
3050,0.27059,7.57,18.31,26.21,39.84,61.91,73.84,86.31,43337.02,773
3051,0.26978,7.57,18.31,26.40,40.45,61.99,73.20,88.32,43379.09,774
3052,0.26941,7.57,18.31,26.42,40.31,62.06,72.82,87.74,43400.81,772
3053,0.26950,7.57,18.31,26.40,40.20,62.13,72.67,87.63,43350.79,774
3054,0.26970,7.57,18.31,26.40,40.29,62.19,72.74,85.81,43404.63,773
3055,0.27037,7.57,18.03,26.44,39.98,61.51,73.19,108.07,43413.33,774
3056,0.26842,7.57,18.03,26.67,40.16,61.81,72.67,88.37,43412.92,774
3057,0.26857,7.57,18.03,26.77,40.29,61.66,72.91,86.29,43423.47,776
3058,0.26871,7.57,18.03,26.87,39.90,62.03,72.73,86.17,43402.97,777
3059,0.26866,7.57,18.31,26.76,40.00,61.99,73.77,85.66,43496.88,778
3060,0.26721,7.57,18.39,26.93,39.88,62.09,72.80,89.59,43527.54,778
3061,0.26730,7.57,18.39,27.04,40.17,62.08,72.81,86.67,43584.41,778
3062,0.26734,7.57,18.39,27.13,40.22,61.98,73.21,91.42,43646.58,778
3063,0.26716,7.57,18.39,27.04,40.38,62.46,73.01,87.55,43709.84,779
3064,0.26776,7.57,18.39,26.89,40.08,61.95,73.14,92.67,43730.27,778
3065,0.26776,7.57,18.36,26.97,39.89,62.39,73.37,88.75,43737.21,778
3066,0.26752,7.57,18.31,27.18,40.27,62.08,73.21,109.94,43734.21,778
3067,0.26689,7.57,18.31,27.58,40.39,62.45,73.44,85.61,43732.19,778
3068,0.26674,7.57,18.31,27.44,39.94,62.42,72.53,85.85,43782.66,780
3069,0.26622,7.57,18.39,27.58,40.26,62.07,73.21,86.49,43858.83,780
3070,0.26565,7.57,18.39,27.71,40.86,62.60,73.39,82.81,43924.47,781
3071,0.26594,7.57,18.42,27.57,40.95,62.44,73.31,92.46,43995.14,781
3072,0.26519,7.57,18.42,27.82,41.06,62.67,72.99,84.00,44060.08,785
3073,0.26638,7.57,18.54,27.76,39.76,63.09,72.80,111.66,44060.96,784
3074,0.26497,7.57,18.54,27.86,40.62,62.40,72.97,99.57,44099.50,783
3075,0.26506,7.57,18.54,27.86,40.30,62.75,73.57,93.58,44116.05,784
3076,0.26447,7.57,18.54,27.91,40.98,62.69,73.45,85.03,44173.01,785
3077,0.26633,7.57,18.54,27.89,40.47,62.53,73.71,133.54,44230.15,786
3078,0.26397,7.57,18.57,28.30,41.65,62.22,73.83,84.52,44248.28,786
3079,0.26436,7.57,18.57,28.30,40.40,62.42,73.22,108.13,44303.02,786
3080,0.26418,7.57,18.65,28.31,40.82,62.53,73.31,85.45,44327.39,786
3081,0.26434,7.57,18.57,28.29,41.18,62.65,72.76,123.05,44383.53,787
3082,0.26409,7.57,18.54,28.63,41.09,62.62,73.15,115.02,44393.40,787
3083,0.26407,7.57,18.45,28.59,41.24,62.52,72.79,112.48,44397.30,785
3084,0.26309,7.57,18.45,28.62,41.02,62.42,72.88,89.66,44351.38,785
3085,0.26416,7.57,18.42,28.21,40.29,62.62,73.50,88.68,44392.94,786
3086,0.26344,7.57,18.42,28.51,40.76,62.78,73.58,93.51,44405.91,786
3087,0.26369,7.57,18.39,28.82,40.54,62.57,73.19,114.32,44405.34,785
3088,0.26312,7.57,18.39,28.77,40.74,62.42,73.86,88.35,44402.73,785
3089,0.26439,7.57,18.31,28.70,40.67,62.86,73.36,101.03,44453.22,784
3090,0.26528,7.57,18.02,28.69,40.38,62.81,73.33,136.68,44411.55,783
3091,0.26309,7.57,17.97,28.74,40.17,62.60,73.39,83.16,44403.26,782
3092,0.26391,7.57,17.96,28.81,40.24,63.08,73.17,88.76,44401.16,782
3093,0.26301,7.57,17.96,28.91,40.39,62.58,73.21,85.44,44388.22,782
3094,0.26517,7.57,17.88,28.42,40.47,62.87,73.07,113.51,44307.76,783
3095,0.26368,7.57,17.89,28.66,39.80,62.80,73.10,84.66,44319.54,783
3096,0.26403,7.57,17.89,28.54,39.87,62.75,73.29,85.84,44372.54,784
3097,0.26382,7.57,17.88,28.77,40.76,62.55,73.36,112.52,44439.37,785
3098,0.26516,7.57,17.75,28.77,39.90,62.28,73.46,135.47,44406.27,786
3099,0.26385,7.57,17.88,28.74,40.01,62.45,73.50,83.71,44323.30,786
3100,0.26385,7.57,17.75,28.77,40.07,62.52,73.46,95.07,44395.90,784
3101,0.26458,7.57,17.64,28.98,39.25,62.54,73.36,129.62,44360.53,782
3102,0.26408,7.57,17.64,28.80,39.72,62.76,73.53,86.72,44302.07,782
3103,0.26417,7.57,17.64,28.74,39.31,62.73,73.62,95.90,44341.19,782
3104,0.26504,7.57,17.45,28.13,39.88,62.44,73.84,104.50,44354.65,781
3105,0.26386,7.57,17.45,28.41,39.33,62.74,73.01,85.83,44270.48,780
3106,0.26298,7.57,17.45,28.74,39.52,62.58,73.62,83.01,44337.27,782
3107,0.26311,7.57,17.45,28.87,39.59,62.29,73.46,88.44,44410.80,783
3108,0.26228,7.57,17.64,29.05,39.92,62.73,73.34,83.99,44436.12,786
3109,0.26603,7.57,17.45,28.43,39.61,62.82,74.00,101.60,44497.86,786
3110,0.26273,7.57,17.75,28.69,39.60,62.66,73.38,85.11,44478.73,788
3111,0.26191,7.57,17.88,28.51,40.37,62.91,73.98,89.71,44535.43,790
3112,0.26148,7.57,17.89,28.74,40.16,62.76,73.63,88.35,44606.31,795
3113,0.26155,7.57,18.02,28.77,39.52,62.67,73.76,83.43,44614.70,794
3114,0.26163,7.57,17.99,29.13,40.00,62.64,74.04,103.56,44649.83,793
3115,0.26067,7.57,17.99,29.03,40.07,62.45,73.99,85.69,44657.94,794
3116,0.26056,7.57,17.99,28.96,40.08,62.99,73.78,86.88,44715.17,795
3117,0.25982,7.57,18.02,29.07,40.21,63.07,73.94,85.61,44783.18,795
3118,0.26030,7.57,17.99,29.02,39.93,63.21,74.04,86.19,44847.99,794
3119,0.25989,7.57,17.99,29.09,40.05,63.06,74.18,84.10,44859.18,795
3120,0.26030,7.57,17.99,29.27,40.11,63.07,74.00,120.69,44911.64,795
3121,0.26082,7.57,17.99,29.05,39.82,63.21,73.93,127.07,44932.36,793
3122,0.25948,7.57,17.99,29.07,40.67,63.11,73.61,92.56,44890.97,793
3123,0.25906,7.57,17.99,29.10,40.01,62.75,73.76,89.14,44851.35,793
3124,0.25906,7.57,18.02,29.07,40.39,62.99,74.07,84.88,44849.01,793
3125,0.25843,7.57,18.02,29.16,40.25,63.40,73.44,86.77,44899.98,793
3126,0.26053,7.57,18.02,28.85,40.54,63.12,73.60,120.92,44961.70,794
3127,0.25834,7.57,18.08,29.31,40.43,63.02,73.89,83.20,44985.27,797
3128,0.25841,7.57,18.08,29.07,40.57,63.31,74.12,91.90,45049.96,797
3129,0.25882,7.57,18.08,29.46,40.53,63.39,74.03,92.61,45114.48,798
3130,0.25796,7.57,18.34,29.57,40.42,63.24,74.36,88.79,45182.02,798
3131,0.25732,7.57,18.36,29.46,40.74,63.56,73.92,83.97,45239.62,799
3132,0.25765,7.57,18.36,29.39,41.11,63.93,74.27,110.63,45307.06,799
3133,0.25819,7.57,18.34,29.11,41.28,63.54,74.39,95.51,45330.22,798
3134,0.25693,7.57,18.39,29.46,40.57,63.47,73.78,88.72,45242.78,798
3135,0.25639,7.57,18.39,29.10,41.12,63.35,73.81,84.62,45147.57,795
3136,0.25601,7.57,18.36,29.03,40.97,63.29,73.28,94.16,45148.17,797
3137,0.25653,7.57,18.39,29.23,41.05,63.26,73.67,90.00,45148.95,798
3138,0.25611,7.57,18.54,29.19,40.50,63.43,74.21,83.39,45170.10,798
3139,0.25779,7.57,18.36,29.11,41.07,63.25,73.87,133.27,45225.70,798
3140,0.25611,7.57,18.42,29.17,40.54,63.02,74.06,86.50,45143.44,801
3141,0.25645,7.57,18.42,28.90,40.83,63.37,73.95,87.92,45157.39,800
3142,0.25824,7.57,18.42,28.90,40.66,63.16,74.25,136.84,45161.66,800
3143,0.25584,7.57,18.42,28.92,40.84,63.22,73.70,86.53,45086.12,799
3144,0.25440,7.57,18.54,29.17,40.79,63.42,73.67,84.13,45057.85,801
3145,0.25553,7.57,18.54,29.06,40.59,63.31,73.36,119.34,45115.38,802
3146,0.25409,7.57,18.54,29.23,40.94,63.38,73.19,90.11,45131.97,802
3147,0.25424,7.57,18.42,29.07,41.05,63.35,73.26,87.36,45133.83,802
3148,0.25391,7.57,18.42,29.05,40.83,63.43,73.36,83.70,45138.68,803
3149,0.25558,7.57,18.39,29.23,41.07,63.33,73.21,139.91,45101.79,802
3150,0.25486,7.57,18.39,28.94,40.84,63.56,73.49,83.41,45095.25,805
3151,0.25329,7.57,18.42,29.31,41.19,63.52,73.35,84.28,45166.41,804
3152,0.25475,7.57,18.39,29.16,40.72,63.87,73.24,99.49,45181.98,803
3153,0.25490,7.57,18.39,28.98,41.16,63.87,73.65,91.04,45180.10,805
3154,0.25397,7.57,18.42,29.13,41.60,63.35,73.46,88.76,45242.29,805
3155,0.25609,7.57,18.36,29.23,41.12,63.98,73.59,103.43,45307.34,805
3156,0.25453,7.57,18.36,29.23,41.02,63.90,73.66,89.31,45262.45,806
3157,0.25568,7.57,18.36,29.20,41.41,63.71,73.58,125.54,45304.83,805
3158,0.25557,7.57,18.36,29.23,41.03,63.85,74.27,97.51,45316.95,808
3159,0.25333,7.57,18.54,29.26,41.59,63.31,73.85,84.28,45344.32,808
3160,0.25335,7.57,18.54,29.45,41.33,63.27,73.90,89.95,45401.87,808
3161,0.25353,7.57,18.42,29.46,41.50,63.33,73.65,88.77,45465.42,807
3162,0.25389,7.57,18.39,29.46,41.73,64.07,73.80,84.58,45476.44,806
3163,0.25331,7.57,18.39,29.44,41.70,63.90,74.00,87.70,45473.42,807
3164,0.25489,7.57,18.39,29.43,41.53,64.01,73.86,89.67,45525.28,806
3165,0.25444,7.57,18.39,29.53,41.59,63.64,73.93,117.00,45501.15,806
3166,0.25291,7.57,18.39,29.48,41.68,63.49,73.68,89.77,45495.51,806
3167,0.25316,7.57,18.36,29.70,41.79,64.06,73.81,83.22,45546.27,807
3168,0.25226,7.57,18.36,29.72,42.37,63.81,73.72,88.42,45566.56,805
3169,0.25260,7.57,18.36,29.77,42.04,63.65,73.88,89.22,45520.77,807
3170,0.25238,7.57,18.42,29.51,42.14,63.66,73.99,83.91,45577.63,808
3171,0.25221,7.57,18.54,29.53,41.95,63.74,74.03,87.95,45646.37,808
3172,0.25166,7.57,18.54,30.01,42.19,63.81,74.25,85.99,45711.81,810
3173,0.25123,7.57,18.42,29.77,42.48,63.79,73.84,83.95,45781.37,811
3174,0.25179,7.57,18.42,30.06,41.98,63.90,74.12,97.49,45721.91,810
3175,0.25173,7.57,18.42,29.86,42.23,64.00,74.32,86.30,45753.32,812
3176,0.25209,7.57,18.42,29.77,42.63,63.86,73.94,94.35,45766.59,813
3177,0.25421,7.57,18.39,29.46,42.09,64.12,74.30,90.23,45826.90,812
3178,0.25200,7.57,18.36,29.71,42.60,63.94,74.30,86.00,45782.05,813
3179,0.25294,7.57,18.34,29.19,42.50,63.70,74.15,119.21,45783.30,811
3180,0.25224,7.57,18.25,29.37,42.56,63.98,74.21,92.57,45732.45,810
3181,0.25177,7.57,18.25,29.77,42.49,63.65,74.29,84.40,45722.81,811
3182,0.25197,7.57,18.25,29.53,42.55,63.70,74.67,84.77,45775.52,813
3183,0.25141,7.57,18.25,29.74,42.82,64.29,74.25,84.20,45837.80,815
3184,0.25128,7.57,18.08,30.32,42.62,64.10,74.37,88.02,45909.91,815
3185,0.25151,7.57,18.25,29.72,42.45,63.84,74.67,95.62,45933.88,815
