iteration,gini,min,p10,p25,p50,p75,p90,max,total_wealth,adult_agents,edu_mean,edu_min,edu_p10,edu_p25,edu_p50,edu_p75,edu_p90,edu_max
4705,0.28970,22.04,49.73,74.31,113.19,168.80,215.33,454.44,125904.09,671,5.41,0.00,2.02,3.82,5.70,7.37,8.34,9.00
4706,0.28952,22.04,49.74,74.56,113.57,169.89,216.82,454.44,125921.54,673,5.43,0.01,2.03,3.83,5.71,7.37,8.35,9.00
4707,0.28961,22.04,49.92,74.26,114.09,170.75,218.44,454.44,125979.60,673,5.43,0.00,2.04,3.83,5.72,7.38,8.33,9.00
4708,0.28990,22.04,49.92,74.21,113.87,168.60,219.69,454.44,126085.25,674,5.44,0.05,2.07,3.86,5.73,7.38,8.34,9.01
4709,0.28958,22.04,50.07,74.18,113.15,168.89,218.76,454.44,126228.29,677,5.45,0.00,2.09,3.87,5.72,7.39,8.34,9.01
4710,0.29008,22.04,50.07,74.80,114.08,168.65,217.56,454.44,126258.40,676,5.44,0.00,2.08,3.86,5.73,7.38,8.34,9.01
4711,0.28907,22.04,50.07,74.49,113.80,170.05,217.23,454.44,126225.72,676,5.45,0.00,2.10,3.87,5.73,7.39,8.34,9.01
4712,0.28815,22.04,50.26,74.56,113.98,170.90,214.52,454.44,125977.62,675,5.45,0.00,2.10,3.89,5.75,7.39,8.34,9.01
4713,0.28743,22.04,50.07,74.03,114.46,168.54,214.05,454.44,125781.14,676,5.44,0.00,2.07,3.90,5.75,7.38,8.32,9.02
4714,0.28729,22.04,50.07,74.27,114.12,169.64,213.95,454.44,125849.66,678,5.45,0.01,2.09,3.93,5.76,7.39,8.32,9.02
4715,0.28761,22.04,50.26,74.54,114.13,170.75,214.66,454.44,125946.86,679,5.46,0.05,2.11,3.94,5.77,7.40,8.32,9.02
4716,0.28828,22.04,50.26,74.54,114.03,171.15,216.70,454.44,126065.39,679,5.47,0.00,2.13,3.95,5.78,7.40,8.32,9.03
4717,0.28826,22.04,50.07,74.62,114.54,170.68,215.75,454.44,126085.60,678,5.46,0.00,2.14,3.88,5.79,7.38,8.32,9.03
4718,0.28712,22.04,49.92,73.96,114.61,169.91,216.35,454.44,126034.45,680,5.46,0.00,2.15,3.88,5.78,7.37,8.33,9.03
4719,0.28576,22.04,50.07,74.29,114.51,168.69,216.86,454.44,125922.25,680,5.47,0.00,2.09,3.90,5.78,7.36,8.32,9.04
4720,0.28424,22.04,50.07,74.56,114.51,168.52,215.57,454.44,125820.39,681,5.48,0.03,2.11,3.91,5.79,7.37,8.33,9.04
4721,0.28326,22.04,50.07,75.43,114.71,169.74,215.50,454.44,125786.72,685,5.49,0.04,2.13,3.93,5.81,7.37,8.34,9.04
4722,0.28260,22.04,50.26,74.99,114.71,170.20,215.11,454.44,125756.10,686,5.51,0.07,2.16,3.95,5.82,7.38,8.34,9.04
4723,0.28494,22.04,49.92,74.71,114.13,170.10,215.89,518.26,125762.88,685,5.49,0.00,2.10,3.93,5.82,7.37,8.33,9.04
4724,0.28449,22.04,49.79,75.34,114.57,169.45,214.33,518.26,125769.84,685,5.50,0.00,2.12,3.94,5.82,7.37,8.34,9.05
4725,0.28442,22.04,49.79,74.69,114.46,169.39,213.96,518.26,125762.91,688,5.51,0.01,2.14,3.96,5.83,7.38,8.34,9.05
4726,0.28442,22.04,49.79,74.61,114.07,168.78,214.32,518.26,125759.41,693,5.52,0.03,2.14,3.96,5.85,7.39,8.35,9.05
4727,0.28376,22.04,50.07,74.97,114.13,168.50,213.19,518.26,125656.44,693,5.52,0.00,2.14,3.97,5.85,7.39,8.35,9.05
4728,0.28545,22.04,49.79,74.59,113.94,168.43,214.65,518.26,125376.47,691,5.50,0.00,2.12,3.97,5.83,7.37,8.31,9.05
4729,0.28639,22.04,49.92,74.63,113.46,167.64,214.51,518.26,125329.57,690,5.50,0.00,2.13,3.96,5.83,7.35,8.30,9.05
4730,0.28702,22.04,49.74,75.28,112.90,167.36,216.69,518.26,125306.70,689,5.49,0.00,2.09,3.95,5.82,7.35,8.30,9.06
4731,0.28640,22.04,49.92,75.02,113.11,167.73,216.20,518.26,125046.36,689,5.49,0.00,2.09,3.95,5.82,7.33,8.30,9.06
4732,0.28545,22.04,50.07,75.21,112.51,167.00,216.73,518.26,124875.57,691,5.48,0.00,2.10,3.95,5.83,7.33,8.30,9.06
4733,0.28356,22.04,50.07,74.80,113.88,167.85,214.12,518.26,124896.85,694,5.49,0.00,2.12,3.96,5.84,7.34,8.29,9.07
4734,0.28337,22.04,49.92,74.84,114.49,166.99,213.94,518.26,124897.52,694,5.49,0.00,2.12,3.97,5.85,7.34,8.29,9.07
4735,0.28342,22.04,49.92,75.25,114.71,166.11,213.44,518.26,124906.98,697,5.50,0.00,2.13,3.97,5.86,7.34,8.29,9.07
4736,0.28371,22.04,49.92,74.56,114.62,166.44,213.90,518.26,124957.42,697,5.51,0.02,2.14,3.98,5.86,7.35,8.29,9.08
4737,0.28304,22.04,50.72,74.45,114.89,166.22,213.64,518.26,125048.71,698,5.51,0.00,2.14,3.98,5.86,7.35,8.30,9.08
4738,0.28274,22.04,50.82,74.13,114.71,165.07,210.30,518.26,124829.51,696,5.49,0.00,2.05,3.98,5.84,7.35,8.28,9.08
4739,0.28387,22.04,50.72,74.16,114.62,165.14,210.83,518.26,124837.01,697,5.48,0.00,1.99,3.97,5.84,7.35,8.27,9.08
4740,0.28373,22.04,50.26,73.44,114.62,165.76,209.54,518.26,124826.36,696,5.48,0.00,1.96,3.96,5.84,7.35,8.24,9.08
4741,0.28410,22.04,50.26,74.06,114.28,165.25,209.82,518.26,124787.48,698,5.48,0.00,1.98,3.97,5.85,7.35,8.23,9.09
4742,0.28338,22.04,50.26,73.59,114.40,165.38,211.02,454.44,124660.43,699,5.49,0.01,2.00,3.99,5.86,7.36,8.24,9.09
4743,0.28469,22.04,50.07,74.14,113.94,165.16,211.59,454.44,124595.85,695,5.47,0.00,1.96,3.97,5.85,7.35,8.21,8.98
4744,0.28410,22.04,50.07,73.80,114.13,164.43,213.08,454.44,124444.10,698,5.48,0.01,1.99,3.99,5.86,7.36,8.22,8.98
4745,0.28168,22.04,50.79,74.98,114.14,164.77,213.03,454.44,124350.78,698,5.48,0.00,1.96,4.00,5.87,7.35,8.22,8.99
4746,0.28275,22.04,50.72,74.30,113.61,164.11,214.25,454.44,124077.11,698,5.47,0.00,1.95,3.97,5.86,7.33,8.21,8.90
4747,0.28150,22.04,50.72,74.71,112.53,164.13,212.93,454.44,123938.44,698,5.49,0.03,1.98,4.00,5.87,7.33,8.22,8.90
4748,0.28075,22.04,50.72,75.09,112.45,163.70,211.82,454.44,123878.43,699,5.50,0.05,2.00,4.03,5.89,7.34,8.22,8.90
4749,0.28204,22.04,50.72,73.72,112.74,163.98,211.22,454.44,123877.68,698,5.49,0.00,1.97,4.03,5.86,7.34,8.22,8.91
4750,0.28184,22.04,50.26,72.62,112.65,164.25,211.76,454.44,123853.09,700,5.49,0.00,1.98,4.03,5.87,7.33,8.21,8.91
4751,0.28125,22.04,50.72,72.55,114.31,164.72,207.54,454.44,123788.98,702,5.50,0.04,1.99,4.05,5.88,7.34,8.22,8.91
4752,0.28041,22.04,50.72,72.62,114.56,163.52,207.54,454.44,123746.26,702,5.51,0.05,2.01,4.07,5.89,7.35,8.22,8.92
4753,0.28018,22.04,50.72,72.86,113.98,163.95,208.09,454.44,123761.43,702,5.53,0.08,2.02,4.09,5.90,7.36,8.23,8.92
4754,0.28075,22.04,50.07,73.01,113.80,163.88,208.62,454.44,123683.63,704,5.53,0.00,2.04,4.11,5.90,7.36,8.23,8.92
4755,0.28018,22.04,50.26,73.50,113.50,165.67,208.49,454.44,123685.62,706,5.54,0.03,2.07,4.12,5.92,7.36,8.24,8.93
4756,0.28170,22.04,50.26,72.62,113.46,165.59,207.54,454.44,123723.50,705,5.52,0.00,2.00,4.09,5.90,7.35,8.22,8.93
4757,0.28220,22.04,50.26,72.91,113.21,166.27,207.54,454.44,123708.99,709,5.52,0.00,1.99,4.10,5.92,7.36,8.22,8.93
4758,0.28159,22.04,50.26,73.22,113.94,165.09,208.21,454.44,123685.93,710,5.54,0.03,2.02,4.12,5.92,7.37,8.23,8.93
4759,0.28238,22.04,50.07,73.09,112.66,164.79,209.03,454.44,123699.96,709,5.54,0.00,2.02,4.10,5.93,7.37,8.22,8.90
4760,0.28242,22.04,50.07,72.87,114.22,164.78,208.95,454.44,123718.64,711,5.54,0.00,2.03,4.08,5.93,7.38,8.22,8.90
4761,0.28294,22.04,50.07,72.87,114.71,164.27,210.68,454.44,123751.93,709,5.54,0.00,2.02,4.07,5.93,7.38,8.22,8.90
4762,0.28254,22.04,50.26,72.91,114.13,166.38,209.83,454.44,123778.08,709,5.54,0.00,2.05,4.04,5.94,7.38,8.22,8.90
4763,0.28193,22.04,50.26,73.12,114.71,167.18,208.28,454.44,123813.76,709,5.54,0.00,2.06,4.05,5.95,7.39,8.22,8.91
4764,0.28114,22.04,50.26,72.98,114.77,165.18,208.66,454.44,123890.03,710,5.56,0.02,2.07,4.07,5.96,7.39,8.23,8.91
4765,0.28119,22.04,50.07,73.18,114.97,166.07,209.34,454.44,123999.51,712,5.56,0.00,2.08,4.08,5.97,7.40,8.23,8.91
4766,0.28084,22.04,49.79,72.87,115.08,167.08,209.22,454.44,124099.92,714,5.57,0.03,2.11,4.10,5.98,7.40,8.24,8.92
4767,0.28093,22.04,50.07,73.42,114.98,166.36,210.65,454.44,124162.41,714,5.58,0.00,2.13,4.11,5.98,7.41,8.23,8.92
4768,0.28090,22.04,50.07,73.48,114.89,166.41,209.70,454.44,124183.44,715,5.58,0.00,2.14,4.11,5.98,7.41,8.23,8.92
4769,0.28047,22.04,49.79,73.51,115.19,166.33,208.81,454.44,124221.81,715,5.58,0.00,2.14,4.12,5.99,7.40,8.23,8.93
4770,0.28050,22.04,50.07,73.70,115.49,166.82,209.63,454.44,124267.24,718,5.59,0.00,2.15,4.12,6.01,7.41,8.23,8.93
4771,0.28015,22.04,49.79,72.87,115.51,167.84,208.82,454.44,124226.40,716,5.58,0.00,2.14,4.12,6.00,7.40,8.24,8.93
4772,0.27979,22.04,49.79,72.87,115.04,166.63,207.54,454.44,124218.46,719,5.58,0.00,2.14,4.12,6.00,7.40,8.24,8.94
4773,0.28004,22.04,49.53,73.09,114.83,166.93,208.58,454.44,124173.52,717,5.57,0.00,2.14,4.12,6.00,7.40,8.23,8.94
4774,0.27969,22.04,49.53,73.42,115.51,166.82,208.04,454.44,124158.34,719,5.58,0.01,2.15,4.14,6.01,7.40,8.23,8.94
4775,0.27999,22.04,49.53,73.93,114.73,166.62,208.25,454.44,124203.06,719,5.59,0.00,2.10,4.16,6.02,7.40,8.23,8.95
4776,0.27930,22.04,49.39,72.87,116.49,166.67,208.19,454.44,124218.66,720,5.59,0.00,2.12,4.17,6.03,7.40,8.23,8.95
4777,0.27895,22.04,49.71,73.06,115.77,167.30,209.56,454.44,124170.87,719,5.59,0.00,2.09,4.18,6.04,7.40,8.23,8.95
4778,0.27935,22.04,49.71,73.29,116.85,168.07,209.63,454.44,124137.88,718,5.60,0.00,2.12,4.20,6.05,7.41,8.24,8.95
4779,0.27914,22.04,49.39,73.61,115.51,167.69,209.51,454.44,124165.66,722,5.61,0.01,2.14,4.21,6.06,7.41,8.24,8.96
4780,0.27802,22.04,49.53,74.05,116.21,166.32,208.85,410.37,124106.85,726,5.62,0.05,2.17,4.23,6.07,7.42,8.25,8.96
4781,0.27846,22.04,49.53,73.18,116.40,167.43,207.63,410.37,124062.46,727,5.62,0.00,2.16,4.24,6.08,7.42,8.25,8.96
4782,0.27727,22.04,49.53,73.74,115.80,167.45,206.64,410.37,123960.71,727,5.64,0.03,2.17,4.26,6.09,7.43,8.25,8.97
4783,0.27625,22.04,49.71,74.23,116.20,167.53,207.23,410.37,123925.59,729,5.65,0.06,2.19,4.27,6.11,7.43,8.25,8.97
4784,0.27601,22.04,49.71,74.76,116.14,167.86,207.42,410.37,123934.99,731,5.66,0.09,2.20,4.28,6.11,7.44,8.26,8.98
4785,0.27595,22.04,49.73,74.57,115.83,167.66,207.54,410.37,123918.19,733,5.67,0.12,2.21,4.30,6.13,7.45,8.26,8.98
4786,0.27578,22.04,49.73,73.69,115.84,167.41,207.75,410.37,123910.48,733,5.67,0.00,2.22,4.30,6.13,7.44,8.26,8.97
4787,0.27536,22.04,49.53,73.82,117.22,168.28,206.70,410.37,123880.61,732,5.66,0.00,2.21,4.31,6.11,7.44,8.26,8.97
4788,0.27417,22.04,49.71,74.56,116.56,168.93,207.07,410.37,123787.89,734,5.67,0.03,2.23,4.32,6.13,7.45,8.27,8.97
4789,0.27362,22.04,49.53,74.44,115.97,169.52,207.54,410.37,123698.84,732,5.67,0.00,2.24,4.33,6.14,7.45,8.25,8.98
4790,0.27254,22.04,49.71,74.86,115.86,168.34,207.29,410.37,123661.10,734,5.68,0.03,2.26,4.33,6.14,7.46,8.26,8.98
4791,0.27171,22.04,49.73,74.65,115.08,168.77,206.58,410.37,123652.51,734,5.69,0.06,2.28,4.36,6.16,7.46,8.26,8.98
4792,0.27183,22.04,49.73,74.56,115.33,169.01,204.68,410.37,123674.44,735,5.70,0.06,2.30,4.38,6.16,7.47,8.27,8.98
4793,0.27229,22.04,49.73,75.05,115.96,167.03,206.30,410.37,123710.64,739,5.71,0.08,2.32,4.39,6.18,7.48,8.27,8.99
4794,0.27237,22.04,50.07,75.52,116.36,166.60,206.84,410.37,123763.47,744,5.73,0.10,2.35,4.41,6.19,7.48,8.28,8.99
4795,0.27224,22.04,49.73,74.81,116.53,166.50,207.04,410.37,123785.49,742,5.72,0.00,2.37,4.39,6.19,7.48,8.27,8.99
4796,0.27182,22.04,49.73,74.83,117.21,166.83,207.91,410.37,123810.34,743,5.73,0.01,2.38,4.41,6.20,7.49,8.28,8.99
4797,0.27183,22.04,49.79,74.97,118.01,166.54,207.54,410.37,123850.54,744,5.74,0.00,2.38,4.41,6.21,7.50,8.28,9.00
4798,0.27181,22.04,49.79,75.25,117.93,166.37,206.14,410.37,123820.97,744,5.75,0.02,2.40,4.43,6.22,7.50,8.28,9.00
4799,0.27179,22.04,50.07,75.20,117.66,167.23,207.54,410.37,123848.91,746,5.75,0.00,2.40,4.43,6.23,7.49,8.28,9.00
4800,0.27142,22.04,50.07,75.00,117.86,167.99,207.54,410.37,123859.88,749,5.76,0.04,2.41,4.46,6.25,7.49,8.29,9.00
4801,0.26984,22.04,50.07,75.09,117.69,168.06,205.95,377.31,123826.97,748,5.76,0.00,2.40,4.45,6.23,7.50,8.27,8.93
4802,0.26947,22.04,50.07,75.00,117.84,166.37,206.22,377.31,123797.17,751,5.77,0.01,2.41,4.46,6.24,7.50,8.28,8.93
4803,0.26849,22.04,50.07,75.00,117.68,166.85,207.60,377.31,123792.44,750,5.77,0.00,2.42,4.45,6.25,7.50,8.26,8.93
4804,0.26762,22.04,50.07,74.68,119.10,166.89,206.64,377.31,123841.72,748,5.77,0.00,2.38,4.46,6.25,7.50,8.27,8.94
4805,0.26697,22.04,50.26,74.92,118.49,167.03,206.65,377.31,123891.27,748,5.78,0.02,2.41,4.47,6.26,7.51,8.27,8.94
4806,0.26808,22.04,50.72,75.19,117.33,165.60,207.54,385.28,123744.11,747,5.77,0.00,2.40,4.47,6.27,7.50,8.25,8.94
4807,0.26932,22.04,50.26,74.59,117.68,166.77,207.51,377.31,123838.83,746,5.77,0.00,2.33,4.47,6.26,7.49,8.25,8.94
4808,0.26846,22.04,49.79,75.28,118.71,169.19,207.24,377.31,123869.56,746,5.76,0.00,2.31,4.46,6.25,7.49,8.23,8.95
4809,0.26708,22.04,50.07,75.36,119.30,168.70,207.54,377.31,123830.85,749,5.77,0.02,2.34,4.48,6.26,7.50,8.24,8.95
4810,0.26578,22.04,50.07,75.18,119.24,169.73,207.55,377.31,123833.65,749,5.77,0.00,2.34,4.47,6.27,7.51,8.24,8.95
4811,0.26522,22.04,50.07,75.63,118.97,168.85,206.55,377.31,123869.34,750,5.79,0.04,2.38,4.49,6.27,7.52,8.24,8.95
4812,0.26554,22.04,50.07,75.63,118.97,166.84,207.14,377.31,123944.72,750,5.79,0.00,2.37,4.48,6.28,7.52,8.25,8.96
4813,0.26578,22.04,50.07,75.63,119.23,168.40,204.69,377.31,124037.57,750,5.79,0.00,2.38,4.48,6.28,7.52,8.25,8.96
4814,0.26619,22.04,50.26,75.20,118.22,166.81,205.30,377.31,124128.71,753,5.80,0.02,2.40,4.49,6.29,7.53,8.25,8.96
4815,0.26638,22.04,50.82,75.58,119.22,166.75,206.74,377.31,124246.31,753,5.82,0.03,2.43,4.51,6.30,7.53,8.26,8.96
4816,0.26566,22.04,50.72,76.06,119.33,166.70,206.82,377.31,124413.35,755,5.83,0.04,2.45,4.53,6.31,7.54,8.26,8.97
4817,0.26514,22.04,50.82,76.26,119.19,166.67,207.01,377.31,124562.77,755,5.84,0.07,2.45,4.55,6.32,7.55,8.27,8.97
4818,0.26513,22.04,50.85,76.52,119.93,166.71,206.83,377.31,124734.54,757,5.84,0.00,2.46,4.54,6.32,7.55,8.27,8.97
4819,0.26508,22.04,51.08,76.59,119.55,167.28,207.42,377.31,124877.10,757,5.85,0.04,2.49,4.56,6.33,7.55,8.27,8.98
4820,0.26542,22.04,50.82,75.57,120.12,167.25,207.53,377.31,125038.95,760,5.86,0.05,2.51,4.58,6.34,7.56,8.28,8.98
4821,0.26531,22.04,50.81,76.23,120.80,168.29,206.76,377.31,125215.58,759,5.84,0.00,2.47,4.55,6.33,7.55,8.26,8.98
4822,0.26584,22.04,50.72,76.43,120.63,169.24,207.19,377.31,125316.55,757,5.84,0.00,2.46,4.55,6.34,7.56,8.26,8.98
4823,0.26552,22.04,50.82,77.64,120.62,168.57,207.91,377.31,125432.57,757,5.85,0.02,2.48,4.57,6.35,7.57,8.27,8.98
4824,0.26484,22.04,51.08,78.09,121.63,168.69,206.79,377.31,125576.20,759,5.85,0.00,2.48,4.55,6.35,7.56,8.27,8.99
4825,0.26488,16.94,51.19,77.76,120.75,170.13,207.93,377.31,125708.46,758,5.84,0.00,2.46,4.54,6.35,7.54,8.27,8.99
4826,0.26522,16.94,51.19,77.22,120.92,169.55,206.67,377.31,125552.68,756,5.84,0.00,2.47,4.53,6.36,7.54,8.27,8.99
4827,0.26494,16.94,51.27,77.81,121.38,169.22,205.38,377.31,125635.14,757,5.84,0.00,2.44,4.52,6.36,7.54,8.27,8.99
4828,0.26363,16.94,51.08,78.10,121.81,168.11,206.21,377.31,125684.13,759,5.85,0.04,2.48,4.54,6.37,7.55,8.27,9.00
4829,0.26284,16.94,51.27,78.74,122.50,168.37,206.11,377.31,125772.75,762,5.86,0.07,2.50,4.56,6.38,7.56,8.27,9.00
4830,0.26330,16.94,51.27,78.66,122.34,169.93,206.68,377.31,125896.63,761,5.87,0.00,2.48,4.56,6.38,7.56,8.27,9.00
4831,0.26394,16.94,51.27,76.62,122.66,169.55,205.18,377.31,126018.36,762,5.87,0.00,2.48,4.57,6.39,7.55,8.27,9.01
4832,0.26328,16.94,51.80,76.62,122.58,170.96,206.06,377.31,126073.87,764,5.86,0.00,2.49,4.59,6.39,7.54,8.26,8.95
4833,0.26229,16.94,51.68,77.53,121.86,172.16,207.08,377.31,126035.93,764,5.87,0.02,2.51,4.59,6.40,7.55,8.27,8.96
4834,0.26264,16.94,51.27,77.48,121.41,170.65,205.03,377.31,126070.96,765,5.88,0.00,2.52,4.60,6.41,7.56,8.27,8.96
4835,0.26166,16.94,51.27,77.98,121.52,170.65,204.20,377.31,126093.95,767,5.88,0.00,2.55,4.61,6.41,7.55,8.27,8.96
4836,0.26155,16.94,51.27,78.11,121.20,170.52,203.57,377.31,125915.98,767,5.88,0.00,2.55,4.61,6.42,7.56,8.28,8.97
4837,0.26116,16.94,52.19,78.53,120.75,170.44,203.66,377.31,125969.88,769,5.89,0.03,2.58,4.63,6.42,7.56,8.28,8.97
4838,0.26083,16.94,52.61,78.49,121.40,168.06,203.80,377.31,125757.31,772,5.90,0.00,2.57,4.64,6.43,7.56,8.28,8.97
4839,0.26092,16.94,52.79,78.72,121.50,169.24,203.78,322.70,125731.24,773,5.90,0.00,2.59,4.65,6.44,7.56,8.28,8.98
4840,0.26116,16.94,52.79,78.00,120.97,169.16,206.28,322.70,125732.76,773,5.90,0.00,2.58,4.65,6.45,7.57,8.28,8.98
4841,0.26112,16.94,52.79,78.38,121.28,166.27,207.35,322.70,125778.04,773,5.91,0.03,2.60,4.67,6.46,7.57,8.29,8.98
4842,0.26242,16.94,52.79,76.86,121.51,166.70,207.25,445.06,125888.20,774,5.92,0.00,2.61,4.69,6.46,7.57,8.29,8.99
4843,0.26150,16.94,53.13,76.08,121.31,166.39,208.49,445.06,125962.43,775,5.93,0.01,2.62,4.71,6.47,7.58,8.29,8.99
4844,0.26181,16.94,53.30,76.69,121.92,167.81,207.97,445.06,126071.80,774,5.93,0.00,2.65,4.71,6.47,7.57,8.29,8.99
4845,0.25988,16.94,52.79,77.21,123.24,168.19,204.68,445.06,126224.40,775,5.93,0.00,2.61,4.71,6.48,7.58,8.29,8.99
4846,0.26228,16.94,52.90,76.97,123.28,168.27,202.76,445.06,126393.41,775,5.93,0.00,2.60,4.70,6.47,7.58,8.29,8.99
4847,0.26094,16.94,52.79,77.47,123.74,169.22,203.21,445.06,126423.06,775,5.92,0.00,2.57,4.70,6.48,7.57,8.28,9.00
4848,0.25964,16.94,53.01,77.67,123.10,169.07,203.40,445.06,126422.37,775,5.93,0.01,2.59,4.72,6.49,7.58,8.28,9.00
4849,0.25935,16.94,53.30,78.08,123.31,168.08,203.63,445.06,126465.60,777,5.94,0.04,2.61,4.74,6.49,7.58,8.29,9.00
4850,0.25947,16.94,53.30,77.99,123.65,168.54,203.30,445.06,126557.60,776,5.95,0.00,2.63,4.74,6.51,7.59,8.28,9.00
4851,0.25797,16.94,53.30,77.76,125.07,168.02,204.49,445.06,126667.20,775,5.95,0.00,2.65,4.75,6.51,7.59,8.28,9.00
4852,0.25928,16.94,53.13,77.45,124.74,168.57,204.36,445.06,126391.42,775,5.94,0.00,2.64,4.76,6.51,7.58,8.29,9.01
4853,0.25803,16.94,53.13,78.64,124.81,168.20,203.81,445.06,126498.16,775,5.94,0.00,2.66,4.77,6.51,7.58,8.29,9.01
4854,0.25849,16.94,53.19,78.80,123.28,167.21,205.42,445.06,126625.35,774,5.95,0.00,2.67,4.77,6.52,7.59,8.29,8.99
4855,0.25929,16.94,53.30,79.17,123.94,169.31,206.22,445.06,126745.20,773,5.94,0.00,2.66,4.78,6.51,7.59,8.29,9.00
4856,0.25904,16.94,53.40,79.83,123.28,169.64,204.32,445.06,126841.31,774,5.95,0.05,2.70,4.79,6.53,7.60,8.30,9.00
4857,0.25872,16.94,53.30,80.13,123.70,170.15,204.19,445.06,126931.47,774,5.96,0.06,2.71,4.81,6.54,7.61,8.30,9.00
4858,0.25898,16.94,53.40,80.08,122.97,169.55,205.49,445.06,127035.26,777,5.97,0.08,2.72,4.82,6.54,7.61,8.31,9.01
4859,0.25769,16.94,53.40,80.57,124.36,169.49,204.39,445.06,127180.97,777,5.98,0.09,2.74,4.84,6.55,7.62,8.31,9.01
4860,0.25790,16.94,53.40,80.09,125.42,168.19,205.37,445.06,127352.99,776,5.97,0.00,2.70,4.84,6.54,7.62,8.31,9.01
4861,0.25669,16.94,53.77,79.99,125.70,169.60,205.01,445.06,127469.32,777,5.97,0.00,2.70,4.84,6.55,7.62,8.31,9.01
4862,0.25643,16.94,54.51,80.24,124.43,170.43,204.63,445.06,127602.21,778,5.98,0.01,2.71,4.86,6.56,7.63,8.31,9.02
4863,0.25687,16.94,54.51,79.99,125.39,170.32,204.67,445.06,127768.76,781,5.99,0.04,2.74,4.88,6.57,7.63,8.31,9.02
4864,0.25699,16.94,54.51,80.38,125.62,171.71,205.75,445.06,127932.92,783,6.01,0.07,2.77,4.90,6.58,7.64,8.32,9.02
4865,0.25642,16.94,54.51,79.99,126.18,171.33,205.92,445.06,128124.36,785,6.02,0.08,2.80,4.91,6.58,7.65,8.32,9.03
4866,0.25672,16.94,53.77,80.44,126.61,170.83,207.27,445.06,128307.09,785,6.02,0.00,2.78,4.90,6.59,7.64,8.33,9.03
4867,0.25735,16.94,54.51,79.99,126.85,170.86,207.23,445.06,128510.73,786,6.02,0.00,2.78,4.90,6.60,7.64,8.33,9.03
4868,0.25862,16.94,54.75,79.59,127.10,170.81,208.23,445.06,128657.02,785,6.02,0.00,2.78,4.92,6.60,7.64,8.33,9.03
4869,0.25783,16.94,54.75,79.67,127.17,171.39,207.92,445.06,128811.93,785,6.03,0.03,2.80,4.92,6.61,7.65,8.33,9.04
4870,0.25766,16.94,54.84,79.99,127.77,170.97,207.25,445.06,128990.99,783,6.03,0.00,2.75,4.93,6.60,7.65,8.32,9.04
4871,0.25820,16.94,54.89,79.98,127.49,171.53,207.70,445.06,129124.78,783,6.02,0.00,2.71,4.93,6.60,7.64,8.32,9.04
4872,0.25786,16.94,54.75,79.98,126.59,171.64,210.43,445.06,129203.47,784,6.03,0.01,2.72,4.95,6.62,7.65,8.32,9.04
4873,0.25745,16.94,54.84,79.90,126.69,171.26,210.39,445.06,129324.79,784,6.04,0.03,2.75,4.96,6.63,7.66,8.33,9.05
4874,0.25643,16.94,54.84,79.62,127.61,171.35,208.66,445.06,129477.04,784,6.05,0.08,2.77,4.96,6.64,7.66,8.33,9.05
4875,0.25639,16.94,54.72,79.99,128.09,171.27,207.98,445.06,129655.48,786,6.06,0.00,2.75,4.98,6.64,7.66,8.33,9.05
4876,0.25674,16.94,54.89,79.89,127.78,171.78,208.11,445.06,129858.85,785,6.05,0.00,2.76,4.91,6.63,7.66,8.33,9.06
4877,0.25656,16.94,55.00,80.93,128.38,171.93,208.47,445.06,129996.93,785,6.06,0.03,2.77,4.93,6.64,7.67,8.34,9.06
4878,0.25811,16.94,54.51,80.58,128.70,172.34,207.73,445.06,130160.82,783,6.04,0.00,2.76,4.90,6.62,7.64,8.33,9.06
4879,0.25707,16.94,54.75,80.23,129.36,172.42,207.48,445.06,130190.08,783,6.05,0.02,2.78,4.92,6.63,7.65,8.34,9.06
4880,0.25673,16.94,54.51,80.48,130.00,173.00,207.34,445.06,130255.22,785,6.05,0.00,2.77,4.93,6.63,7.65,8.34,9.07
4881,0.25600,16.94,54.84,80.72,131.35,172.29,209.30,445.06,130328.79,787,6.06,0.02,2.78,4.94,6.64,7.66,8.35,9.07
4882,0.25591,16.94,54.84,81.44,131.05,171.63,207.49,445.06,130429.92,784,6.04,0.00,2.74,4.90,6.62,7.65,8.34,9.07
4883,0.25488,16.94,55.00,81.59,131.03,171.16,208.55,445.06,130455.72,785,6.05,0.00,2.74,4.90,6.62,7.66,8.33,9.07
4884,0.25435,16.94,55.00,81.89,131.41,171.88,208.46,445.06,130505.09,784,6.05,0.00,2.75,4.91,6.64,7.66,8.32,9.08
4885,0.25409,16.94,55.12,81.59,131.86,172.09,207.49,445.06,130558.63,784,6.05,0.00,2.74,4.91,6.64,7.67,8.32,8.98
4886,0.25580,16.94,55.00,81.17,131.03,171.92,208.41,445.06,130594.69,785,6.04,0.00,2.72,4.91,6.63,7.67,8.30,8.98
4887,0.25568,16.94,55.00,82.27,130.25,172.03,208.24,445.06,130588.51,785,6.05,0.00,2.73,4.92,6.64,7.68,8.31,8.98
4888,0.25441,16.94,55.00,82.23,130.22,171.47,208.58,445.06,130589.98,785,6.06,0.03,2.75,4.94,6.64,7.68,8.31,8.98
4889,0.25443,16.94,54.85,82.13,128.45,172.03,206.85,445.06,130405.76,784,6.05,0.00,2.77,4.94,6.64,7.68,8.31,8.99
